date,etf,sector,mkt_cap,mkt_price,rel_norm_price_to_book
2012-06-28,XLU,Utilities,6648.868,36.78,1.0996498508118349
2012-06-28,XLV,Healthcare,4579.134,37.3,1.0844267900082907
2012-06-28,XLY,Consumer discretionary,3174.652,42.87,1.1765606101380155
2012-06-29,XLB,Materials,2206.472,35.29,0.911748007909546
2012-06-29,XLE,Energy,7242.56,66.37,0.8374603703935296
2012-06-29,XLF,Financials,6185.41,11.8839,0.8998317691624209
2012-06-29,XLI,Industrials,3555.443,35.67,0.9955097321970164
2012-06-29,XLK,Information technology,9229.515,28.725,0.9204733613189579
2012-06-29,XLP,Consumer staples,5678.706,34.77,1.1186496927906349
2012-06-29,XLU,Utilities,6657.238,36.99,1.0787684027889552
2012-06-29,XLV,Healthcare,4650.482,38.005,1.0788479128296546
2012-06-29,XLY,Consumer discretionary,3327.411,43.78,1.1704945725044569
2012-07-02,XLB,Materials,1991.58,35.11,0.9367349682095478
2012-07-02,XLE,Energy,7139.594,66.4,0.8579213195943062
2012-07-02,XLF,Financials,6337.566,11.957,0.9203407967096333
2012-07-02,XLI,Industrials,3413.159,35.36,1.0128665341139842
2012-07-02,XLK,Information technology,9320.087,28.89,0.940118443283689
2012-07-02,XLP,Consumer staples,5838.176,34.965,1.1806687419491286
2012-07-02,XLU,Utilities,6680.022,37.22,0.8642580226058607
2012-07-02,XLV,Healthcare,4703.291,38.125,1.0915613689990509
2012-07-02,XLY,Consumer discretionary,3438.285,43.91,1.2107665017297309
2012-07-03,XLB,Materials,2037.747,35.61,0.9452749349751053
2012-07-03,XLE,Energy,7517.926,67.99,0.8729420394340353
2012-07-03,XLF,Financials,6428.947,12.026,0.918929037800739
2012-07-03,XLI,Industrials,3538.199,35.73,1.0161960684258953
2012-07-03,XLK,Information technology,9420.495,29.12,0.9433571378166342
2012-07-03,XLP,Consumer staples,5865.727,35.13,1.1782269360229751
2012-07-03,XLU,Utilities,6663.87,37.13,0.8560220538932457
2012-07-03,XLV,Healthcare,4712.204,38.12,1.0831519782562657
2012-07-03,XLY,Consumer discretionary,3452.701,43.87,1.2000934954192706
2012-07-05,XLB,Materials,2034.885,35.56,0.9483715744483143
2012-07-05,XLE,Energy,7483.26,67.1,0.8640261828091779
2012-07-05,XLF,Financials,6257.578,11.8473,0.9084076372648904
2012-07-05,XLI,Industrials,3528.885,35.69,1.01928866029223
2012-07-05,XLK,Information technology,9372.446,29.12,0.9498312982046864
2012-07-05,XLP,Consumer staples,5891.27,35.0,1.1793975915816601
2012-07-05,XLU,Utilities,6676.06,36.91,0.8555168304797538
2012-07-05,XLV,Healthcare,4682.536,37.88,1.0817403199822953
2012-07-05,XLY,Consumer discretionary,3478.95,43.98,1.2083825172581695
2012-07-06,XLB,Materials,1951.669,35.15,0.9449055662154687
2012-07-06,XLE,Energy,7296.806,66.29,0.8618305232056849
2012-07-06,XLF,Financials,6245.18,11.7499,0.9096106099627774
2012-07-06,XLI,Industrials,3379.315,35.21,1.0133639606703602
2012-07-06,XLK,Information technology,9246.959,28.69,0.9398099101495787
2012-07-06,XLP,Consumer staples,5875.797,34.96,1.1886657438665846
2012-07-06,XLU,Utilities,6639.491,36.83,0.860252481683845
2012-07-06,XLV,Healthcare,4627.173,37.63,1.0833023383464904
2012-07-06,XLY,Consumer discretionary,3482.035,43.77,1.2139022180860344
2012-07-09,XLB,Materials,2012.806,34.93,0.9398687861442047
2012-07-09,XLE,Energy,7184.595,65.99,0.8586819435230676
2012-07-09,XLF,Financials,6079.043,11.7337,0.910136843886781
2012-07-09,XLI,Industrials,3245.433,35.19,1.0149797866509833
2012-07-09,XLK,Information technology,9117.396,28.63,0.9395323747255915
2012-07-09,XLP,Consumer staples,5835.9,34.92,1.190397087831327
2012-07-09,XLU,Utilities,6531.59,36.71,0.8596139053943417
2012-07-09,XLV,Healthcare,4564.757,37.83,1.0938701960099757
2012-07-09,XLY,Consumer discretionary,3367.176,43.53,1.2087899046451114
2012-07-10,XLB,Materials,1986.283,34.41,0.9327244954934018
2012-07-10,XLE,Energy,6832.103,64.96,0.8529591360808955
2012-07-10,XLF,Financials,6072.201,11.6443,0.9106833196520245
2012-07-10,XLI,Industrials,2756.652,34.62,1.0058474862945017
2012-07-10,XLK,Information technology,8982.933,28.31,0.9355271307587704
2012-07-10,XLP,Consumer staples,5849.577,34.96,1.2025238858682354
2012-07-10,XLU,Utilities,6542.266,36.77,0.8693837833582746
2012-07-10,XLV,Healthcare,4618.337,37.65,1.0958921958161438
2012-07-10,XLY,Consumer discretionary,3305.958,43.27,1.2109965404468501
2012-07-11,XLB,Materials,1918.193,34.3,0.929707399928243
2012-07-11,XLE,Energy,7026.708,65.84,0.8662697439291062
2012-07-11,XLF,Financials,6237.249,11.7418,0.9192233494374555
2012-07-11,XLI,Industrials,2727.489,34.34,0.9978520853303317
2012-07-11,XLK,Information technology,8912.094,28.18,0.9293429710004844
2012-07-11,XLP,Consumer staples,5886.594,34.91,1.2009069784347737
2012-07-11,XLU,Utilities,6563.135,36.96,0.8748488306190956
2012-07-11,XLV,Healthcare,4661.682,37.62,1.0945791042892463
2012-07-11,XLY,Consumer discretionary,3144.891,43.02,1.2027325530688224
2012-07-12,XLB,Materials,1942.816,34.13,0.9279845100279517
2012-07-12,XLE,Energy,6954.014,65.62,0.8660406308101855
2012-07-12,XLF,Financials,6318.509,11.62,0.9128527629077933
2012-07-12,XLI,Industrials,2676.112,34.21,0.9966480223334373
2012-07-12,XLK,Information technology,8816.567,27.9,0.9224909579722537
2012-07-12,XLP,Consumer staples,5840.99,34.94,1.2061059302871975
2012-07-12,XLU,Utilities,6505.396,37.01,0.8791594436325746
2012-07-12,XLV,Healthcare,4672.834,37.71,1.1023032848709182
2012-07-12,XLY,Consumer discretionary,3023.843,42.92,1.2024066540592009
2012-07-13,XLB,Materials,1975.803,34.74,0.9298339145677819
2012-07-13,XLE,Energy,7045.837,66.77,0.8677260720834579
2012-07-13,XLF,Financials,6528.946,11.9407,0.9248412740549201
2012-07-13,XLI,Industrials,3154.898,34.87,0.9999130590681166
2012-07-13,XLK,Information technology,8917.941,28.27,0.9212045697626682
2012-07-13,XLP,Consumer staples,5906.187,35.33,1.199095883223368
2012-07-13,XLU,Utilities,6600.741,37.34,0.8737641740267725
2012-07-13,XLV,Healthcare,4743.944,38.13,1.0970451659958018
2012-07-13,XLY,Consumer discretionary,3132.047,43.62,1.2020036367900924
2012-07-16,XLB,Materials,1916.494,34.61,0.928923446026683
2012-07-16,XLE,Energy,7226.479,66.99,0.8733201040721105
2012-07-16,XLF,Financials,6540.601,11.9204,0.9245649670794046
2012-07-16,XLI,Industrials,3041.414,34.63,0.9957635714950616
2012-07-16,XLK,Information technology,8888.709,28.24,0.9216314446736403
2012-07-16,XLP,Consumer staples,5898.943,35.15,1.1969675345484179
2012-07-16,XLU,Utilities,6595.34,37.32,0.8748040298252713
2012-07-16,XLV,Healthcare,4785.123,38.2,1.1020447487524572
2012-07-16,XLY,Consumer discretionary,3111.942,43.34,1.1970321424024455
2012-07-17,XLB,Materials,1972.404,35.05,0.9337400777744214
2012-07-17,XLE,Energy,7178.042,67.83,0.8772624346708828
2012-07-17,XLF,Financials,6585.1,11.9854,0.9246556123057554
2012-07-17,XLI,Industrials,3174.579,34.78,0.9926508118730606
2012-07-17,XLK,Information technology,8964.44,28.35,0.916198400897129
2012-07-17,XLP,Consumer staples,5977.066,35.3,1.192282726061938
2012-07-17,XLU,Utilities,6605.738,37.4,0.8701711869864868
2012-07-17,XLV,Healthcare,4966.442,38.69,1.108927550350212
2012-07-17,XLY,Consumer discretionary,3114.367,43.77,1.1992708346248684
2012-07-18,XLB,Materials,1994.799,35.26,0.9337749684438921
2012-07-18,XLE,Energy,7226.794,68.42,0.8799025183885861
2012-07-18,XLF,Financials,6477.482,11.9285,0.9130606794451104
2012-07-18,XLI,Industrials,3680.327,35.43,1.0045016207727275
2012-07-18,XLK,Information technology,9112.171,28.84,0.930177189447279
2012-07-18,XLP,Consumer staples,5959.339,35.31,1.1828706440712553
2012-07-18,XLU,Utilities,6621.305,37.52,0.868630515407355
2012-07-18,XLV,Healthcare,4948.956,38.75,1.1042194071737657
2012-07-18,XLY,Consumer discretionary,3207.732,44.0,1.1973909127114024
2012-07-19,XLB,Materials,1945.017,35.64,0.9424289283280592
2012-07-19,XLE,Energy,7128.873,68.63,0.8784966966012593
2012-07-19,XLF,Financials,6366.266,11.8514,0.9026567869925833
2012-07-19,XLI,Industrials,3316.6,35.595,1.0058722863524316
2012-07-19,XLK,Information technology,9183.888,29.09,0.9408682611389565
2012-07-19,XLP,Consumer staples,5924.456,35.26,1.1757597328763691
2012-07-19,XLU,Utilities,6596.068,37.59,0.8667507517562649
2012-07-19,XLV,Healthcare,4923.769,38.75,1.0996145962495567
2012-07-19,XLY,Consumer discretionary,3275.378,44.29,1.201935723002318
2012-07-20,XLB,Materials,1929.469,35.42,0.9442290744571723
2012-07-20,XLE,Energy,7111.098,68.79,0.888147088942145
2012-07-20,XLF,Financials,6058.272,11.6728,0.8963164975427139
2012-07-20,XLI,Industrials,3193.442,35.16,1.0025496300999484
2012-07-20,XLK,Information technology,9125.572,28.755,0.93643118448292
2012-07-20,XLP,Consumer staples,5912.862,35.045,1.1794399991251516
2012-07-20,XLU,Utilities,6676.028,37.67,0.8774550675215597
2012-07-20,XLV,Healthcare,4894.661,38.25,1.0932707550250953
2012-07-20,XLY,Consumer discretionary,3211.381,43.75,1.1959069318732714
2012-07-23,XLB,Materials,1898.964,34.86,0.9385498694660775
2012-07-23,XLE,Energy,7015.619,68.13,0.8881700461321688
2012-07-23,XLF,Financials,5939.932,11.5794,0.8984647621792148
2012-07-23,XLI,Industrials,3140.365,34.98,1.0089874926501416
2012-07-23,XLK,Information technology,8962.827,28.48,0.93672771680357
2012-07-23,XLP,Consumer staples,5871.824,34.74,1.1805486427224827
2012-07-23,XLU,Utilities,6650.432,37.42,0.8800106841332449
2012-07-23,XLV,Healthcare,4850.307,37.8,1.092141419798723
2012-07-23,XLY,Consumer discretionary,3145.004,43.11,1.1898731988112794
2012-07-24,XLB,Materials,1854.104,34.32,0.9325301297996168
2012-07-24,XLE,Energy,6822.929,67.04,0.8836632605830796
2012-07-24,XLF,Financials,6155.024,11.5428,0.9046639085403976
2012-07-24,XLI,Industrials,2851.115,34.59,1.0059801630785954
2012-07-24,XLK,Information technology,8825.049,28.19,0.9369245606687554
2012-07-24,XLP,Consumer staples,5887.862,34.63,1.187634217420232
2012-07-24,XLU,Utilities,6506.476,37.09,0.8807855215132573
2012-07-24,XLV,Healthcare,4783.332,37.38,1.0897331515167
2012-07-24,XLY,Consumer discretionary,3059.617,42.82,1.1919130096632233
2012-07-25,XLB,Materials,1854.104,34.32,0.932330694258139
2012-07-25,XLE,Energy,6791.118,67.09,0.8853959877114238
2012-07-25,XLF,Financials,6200.244,11.5875,0.9085105874496578
2012-07-25,XLI,Industrials,3128.273,34.71,1.0093408714181182
2012-07-25,XLK,Information technology,8759.725,28.08,0.9290011013573843
2012-07-25,XLP,Consumer staples,5955.378,34.64,1.187955255883161
2012-07-25,XLU,Utilities,6502.968,37.07,0.8799749441324715
2012-07-25,XLV,Healthcare,4806.365,37.56,1.0946013711080353
2012-07-25,XLY,Consumer discretionary,3130.101,42.73,1.1866368380442964
2012-07-26,XLB,Materials,1861.024,34.48,0.9227229169113883
2012-07-26,XLE,Energy,7081.056,69.0,0.8964300422925214
2012-07-26,XLF,Financials,6361.74,11.7621,0.9090879926235358
2012-07-26,XLI,Industrials,3154.896,35.24,1.0103228451922046
2012-07-26,XLK,Information technology,8910.972,28.51,0.9280651708799499
2012-07-26,XLP,Consumer staples,6079.781,35.21,1.1888923244771306
2012-07-26,XLU,Utilities,6616.009,37.65,0.881377225976677
2012-07-26,XLV,Healthcare,4829.681,37.92,1.088332058156728
2012-07-26,XLY,Consumer discretionary,3180.645,43.42,1.188350388690736
2012-07-27,XLB,Materials,1942.426,35.11,0.9217410642053566
2012-07-27,XLE,Energy,7111.46,70.22,0.894261997084533
2012-07-27,XLF,Financials,6487.684,11.9854,0.9112958763928334
2012-07-27,XLI,Industrials,3376.874,36.01,1.0139036638778736
2012-07-27,XLK,Information technology,9103.3,29.13,0.9321998768029764
2012-07-27,XLP,Consumer staples,6214.729,35.61,1.180524275544913
2012-07-27,XLU,Utilities,6691.423,38.09,0.8746514302644721
2012-07-27,XLV,Healthcare,4970.822,38.83,1.0954300732639175
2012-07-27,XLY,Consumer discretionary,3376.483,44.28,1.1895871439762118
2012-07-30,XLB,Materials,2021.45,35.08,0.9220383467551437
2012-07-30,XLE,Energy,7212.698,70.42,0.8971824561033339
2012-07-30,XLF,Financials,6526.053,11.961,0.9082181755404675
2012-07-30,XLI,Industrials,3468.044,35.91,1.0109430804477304
2012-07-30,XLK,Information technology,9150.135,29.14,0.9317458060982027
2012-07-30,XLP,Consumer staples,6246.143,35.79,1.1890720648715325
2012-07-30,XLU,Utilities,6716.017,38.23,0.8792357184459472
2012-07-30,XLV,Healthcare,4908.521,38.63,1.089524851913925
2012-07-30,XLY,Consumer discretionary,3396.602,44.11,1.1855521915363763
2012-07-31,XLB,Materials,2045.944,34.84,0.921647291674771
2012-07-31,XLE,Energy,7029.356,69.65,0.8868612297314924
2012-07-31,XLF,Financials,6330.848,11.9042,0.9104661489341136
2012-07-31,XLI,Industrials,3485.244,35.81,1.0087340074732343
2012-07-31,XLK,Information technology,9200.982,29.26,0.9543473201470336
2012-07-31,XLP,Consumer staples,6271.664,35.63,1.1880059948164414
2012-07-31,XLU,Utilities,6648.286,37.92,0.8767410998378286
2012-07-31,XLV,Healthcare,4879.945,38.39,1.088615155322265
2012-07-31,XLY,Consumer discretionary,3272.162,43.54,1.1777148721037916
2012-08-01,XLB,Materials,2062.214,34.85,0.9247744008876128
2012-08-01,XLE,Energy,6895.695,69.99,0.8950132681462649
2012-08-01,XLF,Financials,6139.399,11.8473,0.9094238122858381
2012-08-01,XLI,Industrials,3440.544,35.57,1.0055846030202642
2012-08-01,XLK,Information technology,9172.453,29.16,0.9541557038586599
2012-08-01,XLP,Consumer staples,6188.578,35.45,1.184972477526887
2012-08-01,XLU,Utilities,6527.827,37.63,0.8732543975045293
2012-08-01,XLV,Healthcare,4882.487,38.41,1.0913857755640919
2012-08-01,XLY,Consumer discretionary,3202.266,43.36,1.1742307762942283
2012-08-02,XLB,Materials,1958.741,34.44,0.9201486590774324
2012-08-02,XLE,Energy,6752.894,68.82,0.8862012762866983
2012-08-02,XLF,Financials,5969.308,11.758,0.9082183583330484
2012-08-02,XLI,Industrials,3347.045,35.39,1.007641263045008
2012-08-02,XLK,Information technology,9112.688,28.97,0.9573526953186324
2012-08-02,XLP,Consumer staples,6157.29,35.16,1.1843193887830152
2012-08-02,XLU,Utilities,6510.107,37.42,0.8736689151097421
2012-08-02,XLV,Healthcare,4835.455,38.04,1.0890074609516247
2012-08-02,XLY,Consumer discretionary,3103.888,43.47,1.1869425915934744
2012-08-03,XLB,Materials,1997.415,35.12,0.9204341720747227
2012-08-03,XLE,Energy,6911.854,70.44,0.8911223176628529
2012-08-03,XLF,Financials,6113.176,12.0341,0.9153114135785364
2012-08-03,XLI,Industrials,3441.564,36.16,1.0105123548143504
2012-08-03,XLK,Information technology,9291.984,29.54,0.958947523013161
2012-08-03,XLP,Consumer staples,6242.736,35.75,1.1804064245694557
2012-08-03,XLU,Utilities,6586.656,37.86,0.8670244418943258
2012-08-03,XLV,Healthcare,4919.599,38.49,1.081550148752881
2012-08-03,XLY,Consumer discretionary,3154.212,44.33,1.187851466502925
2012-08-06,XLB,Materials,2010.299,35.44,0.9294239314330809
2012-08-06,XLE,Energy,7220.081,70.63,0.8906101577796001
2012-08-06,XLF,Financials,6296.397,12.0828,0.9148930174723022
2012-08-06,XLI,Industrials,3705.532,36.16,1.0082759131294632
2012-08-06,XLK,Information technology,9401.179,29.75,0.9644036204667268
2012-08-06,XLP,Consumer staples,6189.222,35.73,1.1756103350782392
2012-08-06,XLU,Utilities,6618.21,37.77,0.862139231939084
2012-08-06,XLV,Healthcare,4895.853,38.5,1.07825966579339
2012-08-06,XLY,Consumer discretionary,3214.536,44.49,1.1893303322293727
2012-08-07,XLB,Materials,2135.728,35.85,0.9361594473380749
2012-08-07,XLE,Energy,7346.361,71.69,0.8996093489837235
2012-08-07,XLF,Financials,6404.703,12.1315,0.9147912446872302
2012-08-07,XLI,Industrials,3869.477,36.53,1.0137557437557114
2012-08-07,XLK,Information technology,9444.912,29.95,0.9691157393247825
2012-08-07,XLP,Consumer staples,6065.683,35.54,1.1631112212133752
2012-08-07,XLU,Utilities,6508.755,37.38,0.8493469457488892
2012-08-07,XLV,Healthcare,4861.362,38.41,1.0714877873857367
2012-08-07,XLY,Consumer discretionary,3274.074,44.91,1.195333867815103
2012-08-08,XLB,Materials,2152.467,35.89,0.9372889988697176
2012-08-08,XLE,Energy,7431.435,71.75,0.9007286730688501
2012-08-08,XLF,Financials,6404.703,12.1315,0.9133748540364572
2012-08-08,XLI,Industrials,3767.509,36.48,1.01157411866299
2012-08-08,XLK,Information technology,9522.966,29.96,0.9690326881442761
2012-08-08,XLP,Consumer staples,6070.771,35.79,1.1695379857815167
2012-08-08,XLU,Utilities,6453.83,37.43,0.8490097506162174
2012-08-08,XLV,Healthcare,4879.081,38.55,1.0745269206033172
2012-08-08,XLY,Consumer discretionary,3298.256,44.69,1.1875901020891588
2012-08-09,XLB,Materials,2177.093,36.09,0.9420895195416341
2012-08-09,XLE,Energy,7482.186,72.24,0.9039735694132651
2012-08-09,XLF,Financials,6398.177,12.1234,0.9124534994707046
2012-08-09,XLI,Industrials,3808.942,36.51,1.0109817803806234
2012-08-09,XLK,Information technology,9569.781,30.06,0.9716940263594084
2012-08-09,XLP,Consumer staples,6045.328,35.64,1.1639063890713202
2012-08-09,XLU,Utilities,6468.802,37.43,0.8492463567843691
2012-08-09,XLV,Healthcare,4863.064,38.53,1.0730474370729328
2012-08-09,XLY,Consumer discretionary,3273.712,44.66,1.1847863501778122
2012-08-10,XLB,Materials,2193.313,36.06,0.9398750564770684
2012-08-10,XLE,Energy,7672.957,72.37,0.9053223645143476
2012-08-10,XLF,Financials,6408.438,12.1315,0.9112644757485315
2012-08-10,XLI,Industrials,3698.298,36.68,1.0137819496514804
2012-08-10,XLK,Information technology,9798.457,30.13,0.9716318525763123
2012-08-10,XLP,Consumer staples,6043.632,35.63,1.161595694312367
2012-08-10,XLU,Utilities,6487.813,37.54,0.850628704552613
2012-08-10,XLV,Healthcare,4883.258,38.69,1.0761683554981587
2012-08-10,XLY,Consumer discretionary,3230.622,44.62,1.1817447694179044
2012-08-13,XLB,Materials,2165.012,35.86,0.9342330644468902
2012-08-13,XLE,Energy,7536.18,72.1,0.9030476666934628
2012-08-13,XLF,Financials,6438.143,12.1397,0.9136781048359972
2012-08-13,XLI,Industrials,3611.542,36.6,1.0135379759844416
2012-08-13,XLK,Information technology,9827.726,30.22,0.9772470793027153
2012-08-13,XLP,Consumer staples,6054.403,35.62,1.1636395156429071
2012-08-13,XLU,Utilities,6480.9,37.5,0.8488044071212589
2012-08-13,XLV,Healthcare,4853.271,38.59,1.0744738391294006
2012-08-13,XLY,Consumer discretionary,3185.198,44.64,1.1835787476299058
2012-08-14,XLB,Materials,2142.857,35.7,0.9291556978245799
2012-08-14,XLE,Energy,7601.759,71.97,0.9024447591812078
2012-08-14,XLF,Financials,6454.911,12.1234,0.9134894077632448
2012-08-14,XLI,Industrials,3593.815,36.55,1.0119438676301171
2012-08-14,XLK,Information technology,9824.801,30.16,0.9747274406436544
2012-08-14,XLP,Consumer staples,6062.107,35.76,1.168225566846134
2012-08-14,XLU,Utilities,6485.225,37.46,0.8490131435054685
2012-08-14,XLV,Healthcare,4860.044,38.69,1.0782304083895549
2012-08-14,XLY,Consumer discretionary,3188.572,44.75,1.1854069808171048
2012-08-15,XLB,Materials,2146.458,35.76,0.9311910623352911
2012-08-15,XLE,Energy,7586.311,71.96,0.8987399039433718
2012-08-15,XLF,Financials,6516.225,12.164,0.9161514022288695
2012-08-15,XLI,Industrials,3568.714,36.63,1.0120502847558246
2012-08-15,XLK,Information technology,9843.144,30.17,0.9749720862053302
2012-08-15,XLP,Consumer staples,6051.185,35.78,1.1676679009530335
2012-08-15,XLU,Utilities,6429.831,37.28,0.843168545113358
2012-08-15,XLV,Healthcare,4871.35,38.78,1.0804823175621834
2012-08-15,XLY,Consumer discretionary,3203.036,44.89,1.1885641334632537
2012-08-16,XLB,Materials,2151.053,36.29,0.9391753084565416
2012-08-16,XLE,Energy,7679.192,72.6,0.9021241244988641
2012-08-16,XLF,Financials,6559.725,12.2452,0.9167793883955949
2012-08-16,XLI,Industrials,3584.412,37.0,1.0149256972723566
2012-08-16,XLK,Information technology,10024.31,30.58,0.9848418155705098
2012-08-16,XLP,Consumer staples,6035.917,35.87,1.1610424901949743
2012-08-16,XLU,Utilities,6351.085,37.19,0.8341435955066782
2012-08-16,XLV,Healthcare,4854.92,38.68,1.0693679525986708
2012-08-16,XLY,Consumer discretionary,3229.437,45.26,1.1903338606968494
2012-08-17,XLB,Materials,2110.038,36.24,0.9367494559244846
2012-08-17,XLE,Energy,7570.792,72.57,0.8990385489870235
2012-08-17,XLF,Financials,6617.786,12.2858,0.9187600967021452
2012-08-17,XLI,Industrials,3553.516,37.18,1.0190741533734005
2012-08-17,XLK,Information technology,10064.66,30.75,0.9910398927841061
2012-08-17,XLP,Consumer staples,5983.525,35.9,1.1605314725052713
2012-08-17,XLU,Utilities,6319.172,37.09,0.8319189610915338
2012-08-17,XLV,Healthcare,4737.465,38.48,1.0614467285706237
2012-08-17,XLY,Consumer discretionary,3264.282,45.43,1.1943602863669418
2012-08-20,XLB,Materials,2105.962,36.17,0.9361721123034056
2012-08-20,XLE,Energy,7602.568,72.32,0.8969980958667138
2012-08-20,XLF,Financials,6635.282,12.3183,0.9220859869710336
2012-08-20,XLI,Industrials,3532.885,37.1,1.0168318047665104
2012-08-20,XLK,Information technology,10154.51,30.78,0.9948455453386196
2012-08-20,XLP,Consumer staples,6019.425,35.9,1.1600881001296384
2012-08-20,XLU,Utilities,6327.382,37.16,0.8333056396699631
2012-08-20,XLV,Healthcare,4731.891,38.56,1.064794756186546
2012-08-20,XLY,Consumer discretionary,3266.464,45.24,1.1874732213474157
2012-08-21,XLB,Materials,2117.928,36.22,0.9394874051561715
2012-08-21,XLE,Energy,7614.434,72.09,0.8967984949714448
2012-08-21,XLF,Financials,6667.045,12.3589,0.9281828794188192
2012-08-21,XLI,Industrials,3484.544,37.02,1.016687412853516
2012-08-21,XLK,Information technology,10114.52,30.58,0.9914921375097956
2012-08-21,XLP,Consumer staples,5879.065,35.68,1.1560599092258113
2012-08-21,XLU,Utilities,6266.652,36.89,0.830265387614562
2012-08-21,XLV,Healthcare,4667.9,38.43,1.0648304507128794
2012-08-21,XLY,Consumer discretionary,3300.534,45.18,1.1886798625582664
2012-08-22,XLB,Materials,2166.512,36.52,0.9490673275659574
2012-08-22,XLE,Energy,7668.279,72.36,0.899015937413088
2012-08-22,XLF,Financials,6738.844,12.3427,0.92632506836807
2012-08-22,XLI,Industrials,3467.602,36.84,1.010768282483702
2012-08-22,XLK,Information technology,10039.17,30.63,0.9937599395128678
2012-08-22,XLP,Consumer staples,5844.934,35.57,1.1505160638086893
2012-08-22,XLU,Utilities,6238.044,36.83,0.8279544488506758
2012-08-22,XLV,Healthcare,4629.238,38.46,1.0641965327338887
2012-08-22,XLY,Consumer discretionary,3289.642,45.31,1.1906977361557358
2012-08-23,XLB,Materials,2151.871,35.91,0.940664207607294
2012-08-23,XLE,Energy,7582.97,71.555,0.8981205473379085
2012-08-23,XLF,Financials,6751.355,12.2209,0.9254498410374093
2012-08-23,XLI,Industrials,3411.959,36.54,1.0110068832838786
2012-08-23,XLK,Information technology,9963.304,30.38,0.9928684034266376
2012-08-23,XLP,Consumer staples,5818.333,35.29,1.1516367165557517
2012-08-23,XLU,Utilities,6139.055,36.45,0.82652986739542
2012-08-23,XLV,Healthcare,4604.015,38.41,1.0732936626868514
2012-08-23,XLY,Consumer discretionary,3240.135,45.0,1.1932062164330253
2012-08-24,XLB,Materials,2122.588,35.84,0.9332527572737828
2012-08-24,XLE,Energy,7671.196,71.98,0.8991617173458952
2012-08-24,XLF,Financials,6732.018,12.2858,0.9261073937040591
2012-08-24,XLI,Industrials,3425.998,36.71,1.010108797857456
2012-08-24,XLK,Information technology,10016.44,30.57,0.9915097373188531
2012-08-24,XLP,Consumer staples,5824.943,35.6,1.155545306932214
2012-08-24,XLU,Utilities,6167.687,36.62,0.8258770646656317
2012-08-24,XLV,Healthcare,4643.57,38.74,1.076241541290595
2012-08-24,XLY,Consumer discretionary,3266.776,45.37,1.195335832140411
2012-08-27,XLB,Materials,2110.151,35.63,0.9278125095354676
2012-08-27,XLE,Energy,7688.796,72.01,0.8992335807884551
2012-08-27,XLF,Financials,6727.568,12.2777,0.9266775486202085
2012-08-27,XLI,Industrials,3499.912,36.6,1.0080054779052643
2012-08-27,XLK,Information technology,10026.27,30.6,0.9950988260286893
2012-08-27,XLP,Consumer staples,5833.125,35.65,1.1560572991667277
2012-08-27,XLU,Utilities,6181.161,36.7,0.8286348864252148
2012-08-27,XLV,Healthcare,4712.352,38.78,1.0775088129223163
2012-08-27,XLY,Consumer discretionary,3261.736,45.3,1.1940513568881108
2012-08-28,XLB,Materials,2098.303,35.55,0.9262292275139216
2012-08-28,XLE,Energy,7722.958,72.06,0.9020497562607483
2012-08-28,XLF,Financials,6748.87,12.2615,0.9260848144506474
2012-08-28,XLI,Industrials,3501.108,36.46,1.0049037018387579
2012-08-28,XLK,Information technology,10003.34,30.53,0.9946002549732564
2012-08-28,XLP,Consumer staples,5872.067,35.67,1.1585554659524016
2012-08-28,XLU,Utilities,6204.169,36.63,0.8277650405650567
2012-08-28,XLV,Healthcare,4693.445,38.72,1.0765898094811985
2012-08-28,XLY,Consumer discretionary,3290.911,45.39,1.196476586120324
2012-08-29,XLB,Materials,2074.521,35.63,0.9294743160332429
2012-08-29,XLE,Energy,7635.725,71.58,0.8959145367056545
2012-08-29,XLF,Financials,6772.869,12.2858,0.9279002585891456
2012-08-29,XLI,Industrials,3500.148,36.45,1.0040486437722846
2012-08-29,XLK,Information technology,10041.35,30.59,0.995881926085454
2012-08-29,XLP,Consumer staples,5858.897,35.59,1.154402972370243
2012-08-29,XLU,Utilities,6203.15,36.57,0.8242683851643314
2012-08-29,XLV,Healthcare,4713.088,38.85,1.0800815233728653
2012-08-29,XLY,Consumer discretionary,3254.41,45.61,1.2016159951696992
2012-08-30,XLB,Materials,1958.787,35.31,0.9267789898802057
2012-08-30,XLE,Energy,7434.259,70.82,0.8927032577160843
2012-08-30,XLF,Financials,6788.227,12.2209,0.9298747576172841
2012-08-30,XLI,Industrials,3394.486,36.14,1.0013194100932212
2012-08-30,XLK,Information technology,10050.74,30.25,0.9900600376684907
2012-08-30,XLP,Consumer staples,5830.532,35.45,1.157988489073798
2012-08-30,XLU,Utilities,6136.228,36.39,0.8272733055768781
2012-08-30,XLV,Healthcare,4732.165,38.72,1.0846574360772434
2012-08-30,XLY,Consumer discretionary,3202.552,45.36,1.2031813160793883
2012-08-31,XLB,Materials,1977.648,35.65,0.9343022639521545
2012-08-31,XLE,Energy,7587.473,71.53,0.8976984188645613
2012-08-31,XLF,Financials,6931.834,12.3102,0.9319659220987163
2012-08-31,XLI,Industrials,3402.423,36.36,1.001969844583146
2012-08-31,XLK,Information technology,10124.39,30.49,0.9936399472656968
2012-08-31,XLP,Consumer staples,5713.386,35.46,1.1479317960865971
2012-08-31,XLU,Utilities,6102.22,36.35,0.8232760577133977
