review|sentiment
It does the job for me. Shipping time was good. Easy to use.|Positive
The Luma was delivered quickly. There was no setup other than plugging it in. This unit was so easy to fill and operate. I have been using it daily. I either use the swing fan to simply move the air or when I want a bit more chill, I use the cool function. I love it's portability with the hand holds and the casters. I felt it was so easy to operate, I ended up buying a second one for a friends elderly parents home.|Positive
Ordered the cooler cover, received it faster than expected the fit was perfect, no problems.|Positive
Just like the other pads|Positive
Works perfect for patio or garage on a hot day|Positive
This cooler feels solid and made of quality metal. Put together well and feels solid and strong. This is a replacement cooler for one that was similar in design and weight. That cooler lasted about 7 to 8 years with min. care. I would expect this cooler to also last as long by looking at the design and materials used to make it.|Positive
in a warm area, but it can't handle Las Vegas, nv|Positive
Excellent service for an excellent product!!! Will order again.|Positive
The cooler was delivered quicker than expected. I use it while I’m working in my garage. It cools my garage down enough to make it bearable when it 110 degrees outside in the Arizona desert. However, you need good airflow for it to work properly. It will not cool down my garage with the doors closed, it will just make the garage humid.|Positive
The remote doesn't work. Cools well, but not quite as expected.|Positive
works great. is a bit loud, but not that bad|Positive
Arrived quickly and in perfect shape! Can't wait to use this next summer.|Positive
Easy to install. Holding up well through our recent winds.|Positive
Product is fine but my water is too hard for it to last more than about 3 years even with a bleed.|Negative
This was an exact replacement of the unit that fried. Replacing it worried me greatly, I thought I might need an electrician, but there are just three wires and once the power was off (and I cleaned up the fried wiring) it went in very easily. Since the last unit truly fried, I am concerned about longevity. The old unit was in the home when we purchased so I have no idea if it was in for 2 years or 7 years (when the cooling system was installed by the previous owner).|Positive
It only worked 2 times then it didn’t work anymore returned it to the store and would not buy this product again|Negative
I purchased this on line for store pick up at my local store so i could save time. I also purchased other items to install this as it would be a whole new install. The only thing is... some of these items came with the cooler so now i have too take them back. NO WHERE in the online PDF manual is there a parts list of items that would come with the cooler. For instance, it came with: Motor Brackets, Motor Electric Cord, Water Pump, Aspen Pads, Cooler Bleed Off, Float with Valve, Motor Pulley... i purchased all these separately cause i did not see it in the instructions on line. Now i have to take them all back. I didn't know it was going to come with these items, I ordered a motor kit that came with the motor, cord and brackets and had to wait a week for them.... for nothing. Hence, the instructions could have been better. Over all, i am happy with the Champion brand as i have three coolers YES 3 in my house. Just do a little more research than i did if you purchase one to save time and money. Call Champion if you have to for clarification or go to the store itself.|Positive
I am sitting in the cool, damp air of my new swamp cooler as I write this, so my review may seem a bit biased. this unit is pretty great. looks to be more resistant to rust than the similar models i've worked on for years. zero stripped out bolts, everything was as good as it could be on this model straight from the floor of home depot. did a retrofit installation on my own with relative ease. did call in my electrician to install the pump/motor wiring and switch. if the electricity and ducting are not already in place, these will be two added costs to the sticker price. this unit is quiet as can be even on high. it keeps our 1100 sq ft upper story cool on low even when it's 90 out. it has exceeded our expectations.|Positive
Bearing noise so loud couldn't run the motor any longer...about to fail. Home Depot sent me to mfg. for replacement.|Negative
Perfect for the area I live in, I like that you can put ice water in it. It exceeded all my expectations. And I have told all my friends about it|Positive
love the stylish look it has, and it has worked to keep my room at a nice 75 degress|Positive
These were exactly what I expected and they work very well. I am really pleased with this purchase.|Positive
works like a champ! much better power than original one that gave up in these triple digit heats!|Positive
over heats, can break down easily, hard to install, plain not easy to deal with.|Negative
This cover appears to be made of sturdy material and will most likely last more than one winter. I bought this for my AC unit. I like that it is open at the back. It does not interfere with the AC lines.|Positive
I was pleased how well this water cooler worked. It does take a lot of water, but I like the unit. I love that I can roll it anywhere I want the cool air.|Positive
Well built, cools the house quickly, but it is loud...but, I would buy another, if needed.|Positive
The unit appears well built and the price was great. Although the install kit was missing two of the brass fitting pieces to hook the water line up with. Perhaps this was a previous product return and Home Depot did not do a full inspection, so it cost me another trip for parts. Because of this I recommend looking at the baggie of parts while at the store and make sure that all the brass is there.|Positive
Very nice unit coupled with my AC cools the house very nicely|Positive
This is great for cooling a small to medium sized room. Works best when ice is added to the water.|Positive
The fan/cooler works great.It is well designed and easy to use.|Positive
Nice product.|Positive
Simple solution to keeping cover on in high wind, especially after the low quality cord that came with the cover breaks. I also plan to use it to bundle the cover in the summer time.|Positive
It is waterproof - for now. I do believe they coated it with some material to make it water proof. It felt a bit damp coming out of the plastic when I first got it. But so far it has held up to the elements. Water beaded up and rolled off when it rained. But is not stain resistant and will get discolored over time. Bottom line is it will get the job done of protecting your evap cooler. Will repost a review after another 11 months.|Positive
They went on as advertised, ugly yellow color. I would have preferred a white color. If they are as the yellow cooler covers that I used in the past the AZ sun will cook them in a couple of years. Time will tell if they will last very long??|Positive
Fit fine. Was good quality.|Positive
Rather than cooling the room in which it was placed, the cooler created a swamp-like atmosphere - hot with very high humidity. My glasses actually steamed up when I walked into the room. A simple fan works much more effectively than this product.|Negative
perfect replacement motor,for old motor,also seems the cooler cools better,than old motor did,i made the perfect choice.|Positive
This product is very ordinary, however I wish to say I enjoy using the Home Depot Internet site for building supplies that I can purchase online. I like the home delivery but the store pickup gives me the opportunity to purchase any extras I need. I've always enjoyed the great prices on materials that I have purchased from Home Depot over the years of building several homes.|Positive
Purchased this air cooler for a small bedroom and it works really well. I needed a replacement for an air conditioner that was just plain ugly and wanted the window to be free of any obstructions. Love that it is portable and easy to use. It definitely was worth the price , So so happy about this product.|Positive
This unit is a Monster of a Unit, It’s compact and yet packs a powerful blast of cooling with a special winged prop and three panels of high-density rigid media. This device came with caster wheels for easy mobility around the house ( I chose not to use them), oscillating louvers to cover a wide area. In addition manual controls make it easy for you to adjust between the fan settings, and pump setting to obtain optimal cooling, did I mention the 10 gal water capacity. I had the CFM 850 and loved it and decided to upgrade to the bigger unit, which is just as efficient but has a lot more airflow by comparison. I placed this unit in front of an open window behind it and with the front door open next to it (see pic below), in addition I open windows on the opposite side of the house. As it was a 100 outside, it was a comfortable 73 inside. * * * * * High Recommended in dry climates * * * * *|Positive
Great, high quality coated canvas. Fits like a glove. Reusable for next year.|Positive
product works great but needs a float system for auto water refill to be great for desert use.|Positive
WENT THRU AUGUST WITH TEMPS VERY HIGH AND UNIT WORKED VERY WE;LL.. WOULD RECOMMEND STRONGLY. FOR THE PRICE YOU CANT BEAT.|Positive
Granted I don't have it set up according to instructions. I live in the desert so the idea of opening a window for air flow when it's triple digits outside doesn't appeal to me. With water, the unit does cool the room down a little but mostly it just smells bad. It works great as a fan though.|Negative
No option to connect to timer|Negative
Works great, we use it in our garage and it makes a big difference.|Positive
Works perfectly! Good pricing.|Positive
Installed 3 ofthese about 6 months ago. I have a 1500 sqft house and a 2 sided window mastercool. Once i modified the cooler to blow 30°cooler air,the ducts really shined. The ducts blow air through my small crawl space ( can't even Call it an attict) and into the garage ceiling. Air vents out garage door/ window so basically the entire house/ garage gets cooled down because of the ducts. Ceiling is 10° to 15° cooler throughout the house. Yesterday it was 95°. House stayed 70° and garage stayed 76°. Ceilings were all 74° to 76° compared to 85° - 93°. I'm Going to purchase 2 more of these for the house. Possibly going in each bathroom|Positive
The filters were relatively easy to install. Fit well.|Positive
The affect is much better than just a regular oscillating fan. It has been our savior through these scorching heat waves.|Positive
good motor|Positive
package broken on bottom when delivered ,retaining clips were missing. luckily was able to salvage old ones. next time I will pick up at store so I can identify missing parts.|Negative
It fit perfectly, tough, high grade canvas. I would recommend it to anyone looking for a high grade cover. The price was lower than I thought I would have to pay for a cover of that quality.|Positive
"I had never had to replace the blower shaft in my swamp cooler before, so this was a new experience for me. The shaft was longer than I needed and I was concerned that it would have a ""flat"" end on both ends, but it was on just one end. This allowed me to cut off the end without the ""flat"" and then I had the perfect size for my cooler. The piece was a good quality and I believe it should last a good long time. Maybe not almost 20 years like the original, but nothing lasts that long anymore! Hahahaha!!!"|Positive
pretty much what it was supposed to do. love it, especially when I add ice cubes to the water trough!|Positive
Reviews said that these fans work best under 50% humidity. Humidity in Oklahoma is in the high 40%'s so hasn't worked to cool as well as I had hoped. It does operate well so my mistake, not theirs.|Positive
no after waiting 2 weeks for the ac it was dented really badly I did not except it. got one somewhere else.|Negative
"on the wires all the common wire were hooked to each there was no wire for me to wire my common wire to so I had to put a pig tail in for the common. on one leg of the 230 one wire was to short had to lengthen it. I changed the pillow block bearing to some sealed ones that you don't have to oil or grease . the flush pump was plugged into the pump plug. so I had to switch the two. both pumps are the same so it didn't matter. It took me two weekends to install but I had to change the duck work ,cooler jack and build a 2"" square cooler stand 52"" X 42"" but I did it right after testing worked good I'm ready for summer."|Positive
Tore as soon as my Son put it on.|Negative
No assembly required. Works great! Nice cool breeze plus adds humidity to the air!|Positive
Works great. Fits great.|Positive
It is a littler plastic than I would have liked but it won't rust and it does the job|Positive
ok|Positive
Keeps me comfortable in garage during AZ summer while working on projects. Works great.|Positive
Good price, good product, works well.|Positive
Recently had this model installed by Home Depot. I am very happy with how the entire process, except for the City of Albuq. permit process, whom I am waiting for as I type this and have been waiting all day. Expect another day off for the final inspection. Delta Mechanical was the contractor that did the install and they were terrific!! From the estimate to the next day install every one of the guys were outstanding. When the project was completed, you couldn't tell that they had been there, except for the new unit. Everything to the last wire casing was cleaned up before they left. The unit itself is working GREAT!! I can already tell the difference in the cooling of this unit compared to the old swamp cooler that was only 5-6 years old. I'll know more once the heat of summer hits and I get an electric bill or 2 for any cost savings. Thanks again Delta and Home Depot! Job Well Done.|Positive
Seems to cool OK. Uses only 100 Watt of power. Not too noisy.|Positive
Set up to get the unit into operation was easy and simple. The unit appears to be doing a very good job of cooling.....still testing any differences in fan speed level and cooling output levels. Did have the unpleasant odor as others have described but it was short time issue and went away quickly. The unit is lightweight, it is all plastic...the only metal portion is the wheel casters. It has excellent fan speeds. We are using it in a enclosed sun room; venting through two doors(intake and exhaust). Humidity level may be elevated in the morning but it cools the 400 sqft area effectively.|Positive
I am very saddened with this product. It works like a simple $20.00 fan. The 5 scores/stars it was given is highly misleading. I regret having purchasedi it.|Negative
This is junk, it doesn't make anything cooler it makes it hotter and puts hot humidity in the air and Runs Out of Water too fast I put ice cubes in it,I put cold water from the frigerator inside of it and i have it right by a screen door like your suppose to and it does not cool the room at all! I'm returning it as soon as possible. You don't believe me then go ahead and buy it, save your receipt you can return it and use it for up to 90 days.|Negative
Cools better than just a fan, does run somewhat noisy For the price I like it I bought two of them keeps my upstairs Comfortable I keep them running with the windows closed before the heat pours in I find this really helps keep cool, adds humidity as well.|Positive
We purchased it to use at night while using our air conditioner during the day when it's over 100. So far we are very happy with it.|Positive
Very easy to assemble and very inexpensive. Its getting the job done and keeping my family cool during these hot summer days.|Positive
This size portable cooler is a life saver in our enclosed porch.|Positive
Seems to be working just fine. Its 103 outside and cool inside.|Positive
It wasn't as efficient as I thought it would be. it was no different than a fan. After 2 weeks of use, it broke and the water spilled everywhere. I do not recommend it at all.|Negative
Just bought the cooler motor it's easy to install works well but like everyone else said it does hum or have a buzzing noise I can't say how long it will work because just bought the motor and a belt for the cooler there was no modifications that had to be done to install the motor|Positive
Love the way it fits on my wall, cools exceptionally well. Easy installation and set up.|Positive
Oscillation speed is not adjustable. Also if you turn it off you need to make sure the blades face center or it'll continue to blow in whatever direction it stops. Lastly, each setting needs to be turned off individually or it will continue to run the diff settings. Otherwise it does the job perfect|Positive
Very disgusted that it didn't come with the pieces needed to hook up my poly supply line (only pieces for copper supply line included). And the directions even have the nerve to show the hookup/installation of the parts they didn't include (the ferrule and little tube part), but make no mention that they aren't included so I am looking around thinking, did I spill/lose something from the bag?? For an extra penny those parts should have been included. Poly supply line is about as prevalent as copper is. Now I have to make another trip to the hardware store!|Negative
Fit is good, closure is tight. Seems to be well made.|Positive
Works great for my shop. Highly recommended. Will Cool down your whole shop even though it's 1000 square feet.|Positive
I have an older breeze air cooler. I had to trim the media a little, no big deal. They stunk for about a week but eventually that went away. All is well now.|Negative
A little something the safety / manual does not mention - upon the first time filling the water tank, the water level indicator might stick in the low position. So while filling it with water, one should jostle the unit to free up the indicator to avoid over filling the tank. You do not want to over fill the tank. This results in water all over the floor, then streamed along the path to the outdoor patio so one might pull the drainage plug, which is located under the unit, towards the back center. Upon re-entering the house, remember there has been water spread willy-nilly all over the floor, in a distressed state one might forget this hazard, resulting in an embarrassing fall head over tuckus onto the floor. Other than that, the machine works sufficiently enough to keep my snubbed nose pups cool.|Positive
Picked this unit since the dimensions fit our window. We've had it for a couple weeks so far. It seems to be a good replacement for our old unit. It is much quiter than the old unit. We also like that you can move the louvers.|Positive
I purchased this in July 2015.. Not satisfied for how much i paid!! you have to sit really close to feel it! I live in AZ and bought this for when i turn off my AC during peak hours to cool down. It's always set on high and does not cool down my bedroom. Also ice packs melt so fast u wait longer for them freezing it's really pointless.|Negative
The product works great here in Colorado, and cools the house down quickly!|Positive
In short: I bought this product twice and it was defective out of the box both times. I do not recommend this product. Quality control at Port-A-Cool is lacking. 1st time: Its +100F in the northern Nevada desert. I bought this cooler to keep me cool while I remodeled a room in my house. After unboxing and filling the cooler with water, I discovered that the fan louvers did not maintain their position. I would lift the louvers, only for them to immediately fall down and face the floor. Upon inspection it seemed that the louver locking mechanism was missing. Later (see 2nd time below) when I exchanged the unit, I discovered that the louver locking mechanism had been installed backwards from the factory. 2nd time: I exchanged the first cooler for the same model. Customer service at Home Depot was great. Took it home. Filled it with water (you think I would have learned to test it before filling it) and discovered that the fan switch was broken. It would not toggle to the low or high setting. Again, I had to drain the unit, pack it back up, and take it to the home depot. This is no small feat as the unit isn't light and is awkward to handle given its size. The defects on this model would have been easy to catch at the factory if port-a-cool had a simple quality control program to test the basic functionality of each unit. These simple defects do not inspire confidence in the long term quality of more costly parts like the fan motor and pump. I mean, if the manufacturer cannot get the simple things right, do you really expect long term reliability from this product? Do yourself a favor and stay away. PS: Its a shame as this product is made in the USA and I like to support USA jobs, but the quality is simply unacceptable.|Negative
Just what I needed!|Positive
Assembled and working as expected.|Positive
I currently have three of these in operation in my home for maintaining water level in large aquariums. One has been in operation over a year. Easy to adjust. Can't understand why the previous two reviewers had such problems. Perhaps they improved the quality of the valves...|Positive
We are very happy with the way it works! Great for working out on the garage in the summer in the Phoenix area!|Positive
Died after 7 weeks. Junk. Previous pump lasted 7 years.|Negative
Great water flow and tough construction, is working 24/7 and hasn’t missed a beat!|Positive
It's hard to move on carpet. Big and bulky. Loud but cooled the room OK.|Negative
I love this unit. Was just what I was looking for. Works very well for cooling one room at a time. Portable and holds 12.5 gallons of water. I roll it to whatever room I'm using and I'm not paying to cool the rooms I'm not using. Plus it is much more economical than regular air conditioner units of the same size and output. I like the swing button that makes the air flow sweep from side to side. The fan moves a tremendous amount of air for its size, even on low. I have had this unit for almost a month and an very pleased with it. The only thing I don't like is the lever on the right side of the output circle that directs the air flow up-down-or even. This lever is poorly designed and will not stay where you want it. Because of the high output of the fan, even on low, it will constantly direct the air flow upwards. I solved the problem by folding a small piece of paper and jamming it in there, making it stay where I put it. I prefer the air flow to come out straight, not upward or downward although this lever gives you those options. It is for this very reason that I knocked off a star on my rating the unit. I run it on low most of the time and it uses approximately a gallon an hour. It will use more water if you set it on medium or high setting. All and all, it is a great unit for the money spent and I would buy it again.|Positive
Best part of ordering is customer service at Air-n-Water. Either for ordering or service problems. Just plain great service.|Positive
We have had swamp coolers to cool our homes for the last 36 years and love them. It is an inexpensive way to cool the entire house. We have it mounted on the roof and vented into all rooms just like our central heat. It is so much cheaper than central air and allows us to use it without worry of a huge P.G.& E bill. We recommend these to everyone we know and would recommend to everyone we talk to. If you want an economical way to cool your entire house this is the way for you to do it.|Positive
This tower provides a good fan, however it did not cool as anticipated regardless of how much cold water we put into the reservoir.|Negative
"I am very impressed with this cooler. I know it's not an air conditioner so had limited expectations of its cooling ability, but it cools the air noticeable with the ice packs (it comes with two so you can alternate), and if it's not a hot day then the fan is very efficient with cooling the air when you just need a fan. The ""Swing"" setting dramatically increases the range of breeze, and when set on speed 3 (high) the fan is very effective. While using the cooling option with water & ice pack 2 is the highest setting for the fan. I have read that some people notice a lot of moisture from it, but I have not noticed much at all...there is no obvious mist that I could see. I think there's a separate humidifier setting which I haven't tried yet."|Positive
very happpy with it. but funny now is getti;ng cooler days. thanks.|Positive
This is not an air conditioner. This has been a great cooler, being able to add ice to the tray is very helpful. You can defiantly tell the difference when it has ice and when it doesn't.|Positive
Must state that there are two types of kits, round edge and square edge. The previous reviewer bought the square edge kit for a round edge cooler, then blames the square edge kit, and his creativity to make it fit. Hint,: buy the right kit, it is a lot easier to install.|Positive
The cooler was ready to use out of the box. We use it outside on the patio, it truly does keep the air 30 degrees cooler on a hot day, even when temps exceed 114, the patio was 85 degrees ( open patio no enclosure). One of the best purchases we made for summer enjoyment! Quality is excellent, the entire face of the unit allows air out, not just some small opening as most units have. Water hose ready, float and pump work excellent. We haven't used it above low setting yet ,people can feel the cool air 20 foot away from it. The oscillating feature is nice as well. Very happy with this purchase! We do have an open umbrella at the end of the patio to hold cool air at the sitting area, helps to retain the cool air in the space rather than just blowing past us!|Positive
This product does not blow much air and does not cool, PERIOD.|Negative
Be careful people. If you are looking to replace an existing evaporative cooler with one with a larger capacity, please be sure to look at the specifications and be sure it will fit. I bought this model cooler, paid for delivery and then found that an installation kit would be needed. Guess what folks. Home Depot couldn’t find a kit available. Anywhere!!! I looked online at Champion/Essick and couldn’t find a kit there either. My question is, what good is this cooler if you can’t make the necessary modifications for installation? Shopping at Home Depot may be a thing of the past for me. Not happy at all for the time as well as my money spent for nothing.|Negative
Well, with all the heat these last few weeks, it was tough to deal with. Had to get a smog for one of my customers and walked into his shop and he had a very large hessaire and boy what a difference. Found out that home depot carried a smaller version the 5300. Wow, what a difference. The 5300 covered about 1500 sf and it worked so well I bought a second on for my 3000 sf shop. Now it's no big deal to deal with 100 degree heat. Thanks Home Depot Highly recommend|Positive
I bought this evap cooler in spring 2017 to replace one I purchased in 2010. It worked very well on my back porch in Phoenix Arizona where we have high temperatures and low dew points. If you have high dew points where you live, an evap cooler may not work as well as you might expect. It's now May 2018 and I needed to service this unit. $650 is a lot of money, but the metal one I replace cost $400. The difference, and where I find the value in this one, is the hard water and scale build up. It didn't stick to or damage the composite material this unit is made from. The old one already had damage after it's first year. All the scale build up was easily washed out with a garden hose. The pump filter was easily disassembled and cleaned with some CLR. The pipe that dispenses water to the pads was also easily cleaned. Having maintained evap coolers in this climate for more than 30 years, I think the design of this unit justifies the price|Positive
There's no magic here. Making a room more humid does not really cool it down. I've tried multiple tactics to get this to work in a 200 sf room. The best results were when I had mainly ice in the water container, with 2 windows slightly open to create air flow. That resulted in about a 2 degree drop. It does feel cooler than a normal fan if you don't mind it blowing on you, so this may work for patios, etc., in that way. Otherwise, it's definitely not worth the money. I'll be returning it. I'd likely keep it if it was maybe a little more expensive than a standard fan.|Negative
The unit did not cool 200 sq ft. Just blew hot air even when it was filled with ice water. Do not waste your time and money.|Negative
We bought this product for our park model. But found that for a small living area it was far to loud .|Positive
Igood|Positive
Received on time and was very impressed. Definitely cools down our 1200 sq ft house. Definitely recommend.|Positive
I bought a New Air AF1000W evaporative air cooler for a family member who has advanced MS and is, thus, very heat sensitive and in danger of heat stroke in an unusually hot summer in our town. When the unit broke down, New Air staff were very helpful in arranging a quick replacement for the unit. My experience with New Air Staff was uniformly excellent- polite, concerned and efficient. Within one day of my call, a replacement unit was being shipped. Very impressive service!|Positive
We have hi humidity in Texas, works great in small area, with a window unit. Run the window unit ac for about 30 min (to lower humidity) and then turn the air cooler on. Cools great in a 10 x 20 metal building. It helps enough that I stay cool when its 100 F with only a small window unit.|Positive
This product more than met, it greatly exceeded my expectations. It included a new control panel for my unit that is friendlier to the desert conditions of Arizona. It works great and I highly recommend it to anyone that uses an evaporative cooler. I use mine exclusively and have no reason to turn on (my more expensive AC) at all. I have lived on the Arizona desert for 45 years and know how to save money to stay cool.|Positive
So far so good fit nicely over our unusually large central air unit. Has a nice opening in back to allow for pipes and electrical conduit. We got snow and rain so far it seems to be protecting unit well from elements|Positive
This does nothing to cool the air. All it is, is a fan. Tried everything horrible product.|Negative
These pads worked perfect!!!! But...enough of the aspen bark shavings escaped from the nylon mesh and plugged up the water pump!! I cleaned all the shavings out of the pump, and skimmed all the rest of the shavings out of the bottom of the cooler. Everything is 100%!!!!|Positive
Excellent Pump|Positive
Just remember this is not an A/C unit ! We have a 900 sq.ft casita and use this in the open plan main room, about 600 sq. ft. way more than this unit is rated for, but we only want to take the edge off these 90 and triple digit days. The desert cool of 65 is good in the morning until about 3:00 when we add ice to the units water to get it cold and turn it on. We run it until the room feels humid about 1.5 then run just the fan until it drys out again and run the unit again. It brings the 85 interior down to a reasonable 78 and life is good. We also run other fans to move the air around. By this time the sun is setting and the outdoors is cooling off so we open windows and bring in both the unit and outside to cool off for the evening. Great especially as we can't run an A/C out any of our windows and this is self-contained. Cheers.|Positive
Performs exactly as described. Clean design on the grille, like the slot to slide in the blank cover on winter. Construction could be a bit more solid, had to tweak one to get it to stay together. Definitely follow the instructions on the install!! It's tempting to just screw this to a joist, however that will interfere with normal operation.|Positive
Works great in AZ. Nice large water capacity. Store shipment worked great.|Positive
Put it in as a DIY, and while it requires a sturdy base, the cool air output was/is outstanding. Much more efficient that the traditional wet box; time will tell how the separate wet section holds up, but it just makes sense to have it all in plastic. Electrical hook up was a breeze.|Positive
Fits my evaporative cooler well. Sturdy canvas .|Positive
It cools well. The only downside is that you need to by a special hose attachment in order to not have to fill it manually (which is a pain, but great exercise if you enjoy that sort of thing in the heat)|Positive
So far, this has been an excellent cooler. It was pretty much ready to go right out of the box, I only had to install the caster wheels. U have used it while working in the garage, cooking on the patio, and in the house. It performs impressively.|Positive
Perfecto|Positive
Its been working all day ... every day ... for a week now ... no problems ...|Positive
As a single woman living alone I couldn't deal with having to climb up on the roof and switch over from heat to the whole house swamp cooler. It is a lot of work for a weak single lady so I looked for portable ac units. The AC units were very heavy nearly 100lbs of which I cannot lift by myself so I opted for a portable swamp cooler which were much lighter. I had to get help moving it from the store to my car because it was so bulky and I was worried it wouldn't fit in my car but luckily it did. When I got home I was able to unpack it myself and get it running. It cooled my bedroom just fine which was what I needed. I live in the Southwest and it dry heat. It is lightweight and it provides a nice cooling effect for the room, obviously not as cool as an ac unit but I can handle heat better than cold. It's great for nights when it gets to above 90 F. I'm happy with my purchase and would recommend it for single people who don't have a lot of upper body strength to move heavy stuff.|Positive
Overall a good product, cools in a small space. The only major problem is that the container that collects the water does not detach from the cooler for empting and cleaning, otherwise I would have given it an excellent rating. I have been using it about 3 weeks.|Positive
Learned our lesson last year, only covered Evap. Cooler with plastic for winter. Bought this cover, simple, easy install, great fit, and so far (installed 2 months) no problems. Has kept cold winter air out. Heavy canvas. Hoping we will see reduction in heating bills this winter.|Positive
It's wasn't as cold as I expect and filling up with water is a hassle.|Negative
I installed this in my rental property in Sacramento, CA. 912 sq ft bungalow. The tenant loves it. In mid-July when it is triple digits outside he said when he comes into his apartment it can be like an oven inside. He turn on the fan to blow all the out air our of his small house. He flips on the water pump for 5 minutes and then the fan. The place is cool in about 15-20 minutes. Uses very little energy to run and minimal maintenance. I became such a big fan I bought a second one of these for my mother in law in West Covina, CA. She lives in a 2,000 sq ft house. It blows out an amazing amount of air when you turn it on high. Just be sure and open a window on the other side of the house so the air has someplace to go. Read the instructions and follow them. I installed both myself with normal household tools. Get a helper because this item is heavy.|Positive
arrived damaged, tried to fix it ,after installation it's very noisy contacted the manufacturer, they don't have any out service ,they only recommended to return it to the shop I bought and order another one.|Negative
the first 1 we bought, got home and installed it and it had a bad circuit board. Called and took it back and Home depot had a new one loaded on a cart and ready for us. This one has been working fantastic!!|Positive
Too small.|Negative
I purchased the smaller unit last year and found it incapable of cooling the large outdoor area we have. This unit is great for our large area. We are finding some cooler evenings we have to turn the unit off as the temperature drops. We have the unit placed so we can turn it around and cool our outdoor deck and grilling area. Shipping to our home was $55 so we had it shipped to a local store. Pickup was very easy. This unit comes in a large box so make sure you have enough room to haul it. Extremely pleased with the quality and performance.|Positive
The 1000 CFM 3-Speed red evaporative cooler has been effective in helping to cool the living room. We live in northern CA, and the humidity here is low enough to make using an evaporative cooler a good option. We found that the unit is most effective when using chilled water and ice. Also, we experimented and found that it helped to angle the louvers up towards us as we sit in the living room. The cooler has been most effective for us in temperatures in the low 90's. However, it has not been quite as effective in higher temperatures. The area being cooled is approximately 400 square feet, so that may be a factor in it not providing more cooling. We thought about buying a bigger unit, but they were much bigger than this item.. This unit is not so large as to overwhelm the room. I bought the unit on sale and found it to be a good buy for us.|Positive
expensive|Positive
Bought this pump. Easy to install. Lasted one summer (2012) but now doesn't work. Hope it has more than a 30 day warranty.|Negative
Worked fine for my application which is a small water fountain. I picked this because of the brass body. It appears to be so much better than the plastic ones. Good value for the price.|Positive
Works fine.|Positive
This product provides the same cooling effects that a regular fan would. Nothing different. Too expensive!!|Negative
There are some sharp edges from the casting.|Positive
Pump replacement was straightforward and worked perfectly.|Positive
Good cover for the price. Easy to fit and easy to secure.|Positive
Fit as it should. Currently 5 star, will see how it is at the end of the season.|Positive
This product was as it was advertised.|Positive
I had used this product for 9 summers. It cooled well. But, it is a bad idea to take a simple tried and true swamp cooler and add a circuit board control with a remote. Mind went out twice, and I had to order the $50 circuit board and install it. Also don't get confused about the window dimensions. The width and height are reversed in there specs. Although the cooler worked well for nine seasons before the squirrel cage baring stated going out, I will try to find one without the remote. Come on people. Is ok to have to get out of your chair to turn the cooler on and off lol.|Negative
i received the item 4/21/15 now 4/23/15 the remote is not working i don't know whats next , NEXT IT IS BROKEN 1/1/16 LESS THAN A YEAR NOT WORTH IT FOR THE PRICE ITS BETTER TO BUY AN AIR CONDITIONER.|Negative
Best not to use the washers so that the wheels change of orientation when moving unit around do not bind. I removed them from the wheel install and it works much better--rolls and turns direction freely. I keep a hose attached to it with a shut off valve on it for easy removal of hose for temporarily positioning unit where the hose would not reach. I like the roving fins to direct the air all around the area. If working in a set spot I do turn the swing feature off. I installed a Heavy Duty door handle on the left metal plate underneath with pop rivets, and ran a lock cable thru it to a chair and desk to discourage theft. Notice the cable & lock in the picture.|Positive
worked just like it should. no problem . .........|Positive
I got the cooler in a short amount of time, started it up and noticed the water pump was pumping the water up but the water wasn't distributing the water over the cooling frame. I called the manufacturer and talked to customer service, they said that the holes might be stopped up. I took the thing apart no holes stopped up put it back together still no improvement. I guess I payed $285.00 for a fan.|Negative
Yes I love it. It works really great okay I'll recommend this product|Positive
Fits my unit well. Not a big fan of how it secures to the unit, and are pretty sure it will blow off with a good gust of wind. I would suggest using Velcro to secure it better.|Positive
I'm using the cooler in my corrugated 784 sq ft aircraft hangar. The temps outside have been in the high 90's to low 100's and the temps inside stay at a comfortable & consistent 80-85 degree level.|Positive
I have lived with swamp coolers for years so I know how they function. We are in AZ so it’s super dry, perfect for a swamp box. First off, the media is TINY maybe 8”x 10” so there’s not much surface area to do much of anything. Then they place a 12” fan over it and there is a 2” gap between the shroud and media leaving the fan to pull from the path of least resistance, which isn’t through the media. The fan blows 90% of the air at the very top and very bottom of the output, if you place your hand directly in front of it there is a massive dead zone with very little airflow. The front vents are manually adjusted up and down but don’t really do anything because most of the air is coming from above and below them. This design allows for too much airflow around a too small of media which makes for a poor performing cooler. Go look at the more expensive portable coolers and you will notice the units are better sealed so the airflow goes where it’s needed, through the media.|Negative
We love the cooler. We do not use the water cooler part, just the fan but it does a very good job of cooling an area of 325 Sq. ft. No parts to install,just plug it in. It is on rollers so it is easy to move. We live in central Florida so we have high heat and humidity all summer.|Positive
Overall nice unit.float in the wrong place|Positive
Excellent product at a fare price.|Positive
Was very happy when item arrived on time. Was well packaged and easy to set up. Very easy to get started. Has a great sleek design, love that it is on wheels to move where it is needed. Works just as described. Really brought the temps down in the room when running. The cooling and humidifying affect is great and gets started quickly. you can run it as just a fan, or when needed run the cooling function and it really does the job.. Is helping to keep our air off on the days where it is starting to get too warm. I would say it is totally worth the investment. Very happy with product and would recommend and even nice enough to give as a gift. Very happy... thank you|Positive
