source_region,destination_region,passengers,bookings,rpk,month
North America,Asia : South Asia,267273,165198,3748290698.0,2015-09-01
Latin America : Upper South America,Africa : Southern Africa,389,391,5319633.0,2015-06-01
Asia : Central Asia,Latin America : Lower South America,172,80,2516249.0,2015-02-01
Africa : Southern Africa,Southwest Pacific,22708,17570,289619750.0,2015-01-01
Europe : Eastern/Central Europe,Latin America : Lower South America,11367,7013,131074780.0,2015-04-01
Africa : Eastern Africa,Southwest Pacific,5970,4338,70572136.0,2015-12-01
Southwest Pacific,Southwest Pacific,5919864,2012420,7461521894.0,2015-03-01
Southwest Pacific,Asia : Central Asia,293,217,3962426.0,2015-04-01
Africa : Central/Western Africa,Latin America : Lower South America,3473,1704,37413907.0,2015-05-01
Asia : South Asia,Asia : North East Asia,239300,92369,1271628831.0,2015-10-01
Latin America : Upper South America,Asia : North East Asia,13121,8558,220820348.0,2015-03-01
Africa : North Africa,Latin America : Lower South America,2400,1515,25857821.0,2015-10-01
Latin America : Lower South America,Latin America : Lower South America,10002749,1309792,11313167485.0,2015-07-01
Europe : Eastern/Central Europe,North America,305983,235298,2569018492.0,2015-08-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,6752,3877,46918732.0,2015-08-01
Asia : North East Asia,Asia : South Asia,209298,84106,1102877555.0,2015-06-01
Africa : Central/Western Africa,Latin America : Lower South America,3313,2317,31607593.0,2015-02-01
Africa : North Africa,Middle East,804166,326172,1723320195.0,2015-09-01
North America,Southwest Pacific,230995,132155,2842313699.0,2015-07-01
Asia : South East Asia,Latin America : Central America,2625,2054,45582655.0,2015-01-01
Europe : Eastern/Central Europe,Europe : Eastern/Central Europe,3074640,1165349,3726331009.0,2015-10-01
Africa : Central/Western Africa,Asia : South Asia,16111,10542,134646771.0,2015-04-01
Latin America : Caribbean,Latin America : Central America,62026,27940,135642937.0,2015-05-01
Middle East,Africa : Central/Western Africa,65150,30781,384791664.0,2015-03-01
Africa : Southern Africa,Asia : North East Asia,32866,15001,403022881.0,2015-05-01
Africa : Southern Africa,Latin America : Upper South America,1907,654,28089787.0,2015-10-01
Africa : Southern Africa,Latin America : Upper South America,1305,535,19713900.0,2015-05-01
Africa : Southern Africa,Asia : South Asia,24251,17800,199586352.0,2015-01-01
Asia : South Asia,Africa : Eastern Africa,34131,25153,193019279.0,2015-01-01
Asia : South East Asia,North America,319301,180631,4367127968.0,2015-12-01
Africa : Central/Western Africa,Asia : Central Asia,435,38,3393494.0,2015-11-01
Africa : Southern Africa,Latin America : Lower South America,13605,6226,106224242.0,2015-03-01
Latin America : Caribbean,North America,973653,356831,2657198974.0,2015-09-01
North America,Africa : Southern Africa,38746,22149,603626302.0,2015-11-01
Middle East,Middle East,4139485,1088667,3968482159.0,2015-07-01
Asia : Central Asia,Africa : Eastern Africa,124,87,949882.0,2015-01-01
Latin America : Central America,Africa : Central/Western Africa,743,423,9728751.0,2015-09-01
Latin America : Central America,Latin America : Lower South America,90170,72412,632915009.0,2015-02-01
Asia : Central Asia,Asia : Central Asia,397349,158233,378171501.0,2015-10-01
Asia : North East Asia,Middle East,165993,51184,1142059791.0,2015-12-01
Middle East,Asia : South Asia,1472650,762994,4432008261.0,2015-04-01
North America,Middle East,258982,160902,2925822240.0,2015-03-01
Africa : Southern Africa,Latin America : Caribbean,1766,932,23207426.0,2015-01-01
Africa : North Africa,Africa : Central/Western Africa,39100,19664,138386286.0,2015-03-01
Asia : South East Asia,Latin America : Upper South America,3347,1019,63285079.0,2015-06-01
Middle East,Latin America : Upper South America,3932,2625,51354807.0,2015-12-01
Africa : North Africa,North America,46689,30718,411447892.0,2015-05-01
Asia : South East Asia,Latin America : Central America,3696,2081,63566624.0,2015-10-01
Africa : Eastern Africa,Asia : South Asia,31668,21439,174373560.0,2015-10-01
Africa : Southern Africa,Middle East,36554,20282,246161874.0,2015-04-01
Africa : Southern Africa,Europe : Western Europe,164659,109166,1519502115.0,2015-05-01
Asia : South Asia,Latin America : Caribbean,5147,1062,76091212.0,2015-10-01
Europe : Eastern/Central Europe,Africa : Central/Western Africa,8933,4922,56779401.0,2015-06-01
Asia : Central Asia,Europe : Western Europe,81397,27729,358597839.0,2015-11-01
Africa : Eastern Africa,Latin America : Lower South America,1181,522,17277768.0,2015-05-01
Latin America : Caribbean,Africa : North Africa,1953,172,18028923.0,2015-12-01
Asia : South East Asia,Asia : South East Asia,17094370,707920,15063183038.0,2015-06-01
North America,Europe : Eastern/Central Europe,170628,113965,1452846097.0,2015-04-01
Africa : Southern Africa,Southwest Pacific,15344,10268,182423740.0,2015-09-01
Europe : Eastern/Central Europe,Europe : Western Europe,2858892,848078,4549696855.0,2015-01-01
Africa : North Africa,Middle East,715291,260040,1442271183.0,2015-12-01
Latin America : Lower South America,Africa : North Africa,4833,1997,52042484.0,2015-05-01
Middle East,Latin America : Caribbean,5555,1395,68359804.0,2015-07-01
Europe : Western Europe,Europe : Eastern/Central Europe,3193256,926695,4867036681.0,2015-11-01
Asia : South East Asia,Europe : Eastern/Central Europe,63489,36728,567022182.0,2015-04-01
Asia : South East Asia,Africa : Eastern Africa,10250,5267,81380072.0,2015-07-01
North America,Southwest Pacific,211199,103453,2582880018.0,2015-05-01
Europe : Western Europe,Southwest Pacific,156159,102083,2535251029.0,2015-03-01
Africa : Eastern Africa,Latin America : Upper South America,261,214,4154523.0,2015-09-01
Africa : Southern Africa,Africa : North Africa,7814,3285,64265111.0,2015-05-01
Europe : Western Europe,Europe : Western Europe,29136018,7377314,30308383197.0,2015-01-01
Southwest Pacific,North America,207270,116810,2559442960.0,2015-01-01
Latin America : Lower South America,Africa : North Africa,2882,1506,29153654.0,2015-02-01
Europe : Western Europe,Southwest Pacific,239967,171595,3949455158.0,2015-12-01
Asia : Central Asia,Europe : Eastern/Central Europe,245752,69714,727649876.0,2015-05-01
Africa : Eastern Africa,North America,40518,21807,564660781.0,2015-12-01
Africa : Central/Western Africa,Southwest Pacific,2064,870,35990822.0,2015-03-01
North America,Asia : South Asia,304808,203749,4281796834.0,2015-10-01
Latin America : Lower South America,Europe : Western Europe,361601,261536,3670781016.0,2015-09-01
Africa : Central/Western Africa,Middle East,70918,46608,426962939.0,2015-08-01
Middle East,Latin America : Caribbean,2460,1221,29554103.0,2015-02-01
North America,North America,43416111,15139344,79311269746.0,2015-04-01
Africa : Eastern Africa,Middle East,95336,38929,297134775.0,2015-01-01
Europe : Western Europe,Europe : Western Europe,43956061,11055528,51438357892.0,2015-10-01
Middle East,Latin America : Upper South America,3546,2750,45852369.0,2015-01-01
Asia : South Asia,Africa : Central/Western Africa,15250,11376,128473785.0,2015-09-01
Europe : Western Europe,Latin America : Central America,154718,88469,1448027538.0,2015-04-01
Africa : Eastern Africa,Latin America : Upper South America,251,189,3944875.0,2015-03-01
Asia : North East Asia,Latin America : Caribbean,7057,1602,112381454.0,2015-05-01
Southwest Pacific,Southwest Pacific,6353863,2004658,8136862099.0,2015-11-01
Africa : North Africa,Africa : North Africa,551322,243384,463994374.0,2015-07-01
Asia : Central Asia,Asia : South East Asia,10897,3132,62036521.0,2015-08-01
Africa : North Africa,Africa : Central/Western Africa,40586,23098,142141472.0,2015-08-01
Latin America : Lower South America,Africa : Southern Africa,13971,5883,107618778.0,2015-03-01
Africa : Southern Africa,Africa : Central/Western Africa,38727,20930,179199002.0,2015-05-01
Southwest Pacific,Middle East,36655,24171,465756871.0,2015-04-01
Asia : North East Asia,Europe : Eastern/Central Europe,723258,217595,3091139676.0,2015-10-01
Asia : South Asia,Africa : Eastern Africa,34800,19065,196333014.0,2015-10-01
Southwest Pacific,North America,194388,114529,2406233451.0,2015-03-01
Asia : South East Asia,Southwest Pacific,428844,145013,2466047495.0,2015-03-01
Europe : Eastern/Central Europe,Europe : Western Europe,4188409,1302984,6730167127.0,2015-09-01
Europe : Eastern/Central Europe,Southwest Pacific,7734,4826,122132477.0,2015-03-01
Asia : Central Asia,Africa : Central/Western Africa,362,93,3178386.0,2015-09-01
Asia : Central Asia,Asia : South Asia,12946,2211,26753707.0,2015-03-01
Africa : Eastern Africa,North America,42288,25809,585893847.0,2015-09-01
Africa : Central/Western Africa,Southwest Pacific,1952,1183,34316744.0,2015-01-01
Asia : South East Asia,Asia : Central Asia,7989,2425,47359355.0,2015-10-01
Latin America : Lower South America,Asia : North East Asia,32830,17060,614461631.0,2015-06-01
Latin America : Upper South America,Latin America : Lower South America,165090,103678,623841697.0,2015-08-01
Latin America : Caribbean,Middle East,5480,1327,65554229.0,2015-12-01
Middle East,Africa : Central/Western Africa,68101,43570,408935713.0,2015-08-01
Asia : South Asia,Latin America : Caribbean,6388,1571,92465133.0,2015-11-01
Asia : South Asia,Africa : Southern Africa,21708,14023,183660562.0,2015-12-01
North America,Latin America : Upper South America,395509,240094,1682660648.0,2015-12-01
Africa : Central/Western Africa,Latin America : Caribbean,2698,467,34253401.0,2015-06-01
Asia : North East Asia,Asia : South East Asia,3196913,586465,10095521173.0,2015-12-01
Latin America : Lower South America,Middle East,16253,11278,207026172.0,2015-12-01
Europe : Eastern/Central Europe,Africa : Southern Africa,7340,4975,71625811.0,2015-04-01
Asia : South Asia,Asia : Central Asia,10258,1578,22114537.0,2015-12-01
Africa : Southern Africa,Asia : North East Asia,28365,13788,349928384.0,2015-02-01
Europe : Western Europe,Asia : South Asia,510715,347348,3747437849.0,2015-11-01
Africa : Southern Africa,Asia : South Asia,19004,14414,161272123.0,2015-06-01
Asia : South Asia,Europe : Western Europe,510675,322887,3722569955.0,2015-10-01
Europe : Western Europe,Africa : Southern Africa,203800,130881,1885192470.0,2015-08-01
Latin America : Upper South America,Southwest Pacific,2159,2057,36470787.0,2015-01-01
Asia : Central Asia,Africa : North Africa,819,210,4348210.0,2015-07-01
Latin America : Upper South America,Southwest Pacific,2149,1411,34090483.0,2015-04-01
Asia : Central Asia,Africa : Southern Africa,188,145,2088313.0,2015-11-01
Asia : South Asia,North America,285230,220275,4060305256.0,2015-07-01
Asia : South Asia,Asia : North East Asia,211195,85962,1116144017.0,2015-06-01
Asia : South East Asia,Middle East,378057,171497,2643032342.0,2015-10-01
Africa : North Africa,Southwest Pacific,2009,1007,30289001.0,2015-03-01
Middle East,Latin America : Central America,4706,3008,60830815.0,2015-02-01
Southwest Pacific,Africa : Southern Africa,16713,10351,205804410.0,2015-11-01
North America,Southwest Pacific,219299,108512,2671168062.0,2015-08-01
Africa : Southern Africa,Africa : Southern Africa,1227228,407364,1196933135.0,2015-01-01
Asia : Central Asia,Asia : North East Asia,99552,22505,291765739.0,2015-03-01
Europe : Eastern/Central Europe,Southwest Pacific,21268,19435,334531112.0,2015-08-01
Europe : Western Europe,Africa : North Africa,1184172,409699,2313275543.0,2015-09-01
Latin America : Caribbean,Latin America : Lower South America,64221,47216,411649805.0,2015-05-01
Asia : North East Asia,Europe : Eastern/Central Europe,566174,197124,2343251910.0,2015-03-01
Asia : Central Asia,Europe : Western Europe,75008,25449,327195713.0,2015-01-01
Africa : North Africa,Latin America : Central America,674,606,7738445.0,2015-10-01
Europe : Western Europe,Asia : South Asia,432565,347258,3172033113.0,2015-02-01
Africa : Southern Africa,Latin America : Lower South America,11696,5754,89755492.0,2015-10-01
Latin America : Lower South America,Africa : North Africa,4289,1467,44733963.0,2015-08-01
Latin America : Central America,Africa : Southern Africa,669,614,11203716.0,2015-11-01
Asia : South East Asia,Middle East,502675,166263,3564185907.0,2015-12-01
Europe : Eastern/Central Europe,Asia : North East Asia,516927,174690,2094639248.0,2015-01-01
Southwest Pacific,Asia : South Asia,65883,40842,672784141.0,2015-09-01
Europe : Eastern/Central Europe,North America,117559,66050,1016779004.0,2015-02-01
Africa : North Africa,Latin America : Lower South America,2102,1267,23042295.0,2015-09-01
Asia : South East Asia,Asia : North East Asia,2989340,472317,9421698311.0,2015-07-01
Europe : Western Europe,Latin America : Lower South America,339760,241486,3407909870.0,2015-06-01
Middle East,Latin America : Upper South America,4501,2839,58402867.0,2015-05-01
Asia : South East Asia,Europe : Eastern/Central Europe,78366,39494,690327315.0,2015-12-01
Africa : Eastern Africa,Latin America : Caribbean,3422,215,52867113.0,2015-10-01
Asia : South East Asia,Africa : Southern Africa,13906,8245,158142533.0,2015-06-01
Asia : South Asia,Asia : South East Asia,424582,152700,1368812062.0,2015-09-01
Asia : South East Asia,Asia : Central Asia,9131,3277,51318810.0,2015-08-01
Latin America : Caribbean,Africa : North Africa,1953,170,18189171.0,2015-05-01
North America,North America,37688420,13130213,68926073468.0,2015-01-01
Europe : Western Europe,Middle East,1134374,536188,4341187702.0,2015-11-01
Africa : Eastern Africa,Asia : North East Asia,35657,12549,323489639.0,2015-07-01
Asia : South Asia,North America,291733,247951,4110048332.0,2015-05-01
Latin America : Lower South America,Latin America : Lower South America,9250289,1339718,10180850271.0,2015-10-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,10364,3686,75071866.0,2015-07-01
Middle East,Asia : South East Asia,375896,165556,2674511870.0,2015-06-01
North America,Latin America : Lower South America,365480,189174,3017478632.0,2015-06-01
Asia : North East Asia,Asia : North East Asia,45548973,1690557,53006091081.0,2015-05-01
Africa : Central/Western Africa,Latin America : Upper South America,469,409,6296733.0,2015-04-01
Europe : Eastern/Central Europe,Middle East,241319,99867,710604145.0,2015-11-01
Latin America : Caribbean,Asia : South Asia,1742,925,26317023.0,2015-04-01
Middle East,Asia : North East Asia,149558,58701,1042420451.0,2015-05-01
Asia : Central Asia,Africa : Central/Western Africa,275,19,2404633.0,2015-02-01
Latin America : Lower South America,Africa : Central/Western Africa,4067,1844,45090244.0,2015-08-01
Asia : South Asia,Asia : Central Asia,10868,1825,26286651.0,2015-07-01
Europe : Western Europe,Europe : Eastern/Central Europe,3053274,965514,4721978974.0,2015-03-01
Asia : South East Asia,Latin America : Central America,2789,1966,48929357.0,2015-03-01
Asia : North East Asia,Middle East,149704,58467,1031212464.0,2015-03-01
Middle East,Europe : Western Europe,1197492,560960,4569446257.0,2015-12-01
Asia : South Asia,Southwest Pacific,75479,49458,763101451.0,2015-05-01
Asia : South Asia,Africa : Eastern Africa,38272,27792,216819640.0,2015-05-01
Latin America : Central America,Southwest Pacific,2154,1675,33231660.0,2015-11-01
Latin America : Upper South America,Latin America : Caribbean,94981,46779,165774760.0,2015-06-01
Middle East,Latin America : Upper South America,5358,3663,69647798.0,2015-10-01
Southwest Pacific,Asia : Central Asia,315,226,4191730.0,2015-01-01
Europe : Eastern/Central Europe,Latin America : Central America,6763,4646,73118570.0,2015-07-01
Latin America : Central America,Africa : North Africa,1465,388,16610141.0,2015-08-01
Latin America : Upper South America,Africa : Eastern Africa,405,254,6227564.0,2015-07-01
Latin America : Central America,Africa : Eastern Africa,149,119,2443876.0,2015-02-01
Latin America : Upper South America,Middle East,5025,2118,65659776.0,2015-12-01
Africa : North Africa,Southwest Pacific,2632,1985,39580113.0,2015-02-01
Africa : Southern Africa,Asia : South East Asia,15585,9850,179761485.0,2015-05-01
Africa : Central/Western Africa,Asia : South East Asia,8587,5534,103668097.0,2015-07-01
Latin America : Caribbean,Middle East,5514,1549,66322716.0,2015-10-01
Latin America : Upper South America,Latin America : Upper South America,3471082,1531452,2038640356.0,2015-07-01
Europe : Western Europe,Latin America : Lower South America,366079,248951,3689828384.0,2015-09-01
Latin America : Lower South America,Southwest Pacific,16746,5831,209871133.0,2015-08-01
Europe : Western Europe,North America,1651905,987349,12164390895.0,2015-03-01
Africa : Eastern Africa,Africa : Eastern Africa,591878,199888,346265161.0,2015-05-01
Asia : South Asia,Latin America : Central America,2418,1686,39438270.0,2015-11-01
Southwest Pacific,Europe : Eastern/Central Europe,8346,5975,134088032.0,2015-02-01
Asia : Central Asia,Latin America : Caribbean,301,34,3668931.0,2015-02-01
Latin America : Lower South America,Europe : Eastern/Central Europe,14486,6997,164688288.0,2015-11-01
North America,Latin America : Upper South America,322284,192303,1322216360.0,2015-01-01
Middle East,Asia : South East Asia,405384,200779,2806672144.0,2015-08-01
Europe : Western Europe,Africa : North Africa,987055,322691,2000344470.0,2015-11-01
Africa : Eastern Africa,Latin America : Upper South America,280,221,4353147.0,2015-06-01
North America,Asia : South Asia,364404,295517,5118684881.0,2015-12-01
Africa : Eastern Africa,North America,43379,23381,608741614.0,2015-10-01
Latin America : Upper South America,Latin America : Upper South America,3466920,1358730,2092131766.0,2015-12-01
Southwest Pacific,Africa : Southern Africa,16031,10602,191336020.0,2015-09-01
Southwest Pacific,Latin America : Central America,1822,1234,29245172.0,2015-08-01
Africa : Central/Western Africa,Africa : Central/Western Africa,833405,224785,564446484.0,2015-03-01
Africa : Southern Africa,Latin America : Central America,946,425,16176295.0,2015-06-01
Southwest Pacific,Latin America : Caribbean,1091,598,19478421.0,2015-12-01
Latin America : Upper South America,Southwest Pacific,2814,1903,46773005.0,2015-07-01
Africa : North Africa,Europe : Eastern/Central Europe,51723,12537,162838793.0,2015-03-01
Africa : Central/Western Africa,Africa : Eastern Africa,28808,13508,103417662.0,2015-02-01
Asia : Central Asia,Latin America : Central America,122,24,1847228.0,2015-12-01
North America,Africa : North Africa,34826,19729,303827457.0,2015-02-01
Latin America : Lower South America,Latin America : Central America,91013,66566,646337248.0,2015-05-01
Middle East,Africa : Eastern Africa,105333,52777,334808769.0,2015-01-01
Middle East,Africa : Eastern Africa,107291,44927,341027024.0,2015-03-01
Africa : North Africa,Latin America : Central America,515,390,6067054.0,2015-06-01
Asia : Central Asia,Latin America : Lower South America,165,61,2359810.0,2015-09-01
Latin America : Upper South America,Africa : Eastern Africa,386,165,5702750.0,2015-12-01
Africa : Central/Western Africa,Latin America : Caribbean,1701,397,21245356.0,2015-11-01
Latin America : Upper South America,Latin America : Caribbean,120035,56209,186943377.0,2015-08-01
Asia : South Asia,Latin America : Caribbean,1268,831,19240848.0,2015-04-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,8149,4530,60363143.0,2015-11-01
Africa : Southern Africa,Africa : Southern Africa,1481567,604115,1405689961.0,2015-11-01
Asia : South Asia,Latin America : Lower South America,4555,4117,69914088.0,2015-03-01
Europe : Eastern/Central Europe,Asia : South East Asia,60832,34875,546370129.0,2015-04-01
Southwest Pacific,Middle East,46962,28613,597010600.0,2015-12-01
Africa : Eastern Africa,Southwest Pacific,5091,2519,62367950.0,2015-05-01
Asia : South Asia,Europe : Eastern/Central Europe,42577,24491,259354160.0,2015-09-01
Europe : Eastern/Central Europe,Latin America : Lower South America,10621,6619,124555854.0,2015-12-01
Southwest Pacific,Middle East,50241,26928,637038000.0,2015-09-01
Latin America : Lower South America,Asia : North East Asia,31648,14654,594581111.0,2015-11-01
Latin America : Upper South America,Southwest Pacific,2796,2004,45719806.0,2015-12-01
Europe : Western Europe,Africa : Eastern Africa,212658,112592,1707391421.0,2015-09-01
Latin America : Caribbean,Europe : Eastern/Central Europe,20594,6960,190585188.0,2015-12-01
Europe : Eastern/Central Europe,Latin America : Lower South America,13454,9705,154953649.0,2015-09-01
Southwest Pacific,Africa : Central/Western Africa,2584,702,42016590.0,2015-05-01
Asia : North East Asia,Latin America : Lower South America,32314,19260,600806199.0,2015-07-01
Asia : South Asia,Latin America : Caribbean,4030,1059,59596868.0,2015-09-01
Asia : Central Asia,Middle East,32788,7510,95656146.0,2015-08-01
Latin America : Central America,Latin America : Upper South America,135203,80011,332019717.0,2015-01-01
Africa : Central/Western Africa,Latin America : Caribbean,446,388,5542848.0,2015-03-01
Asia : South Asia,Europe : Eastern/Central Europe,45421,25202,286905743.0,2015-02-01
Asia : North East Asia,Latin America : Upper South America,10823,5638,181781523.0,2015-02-01
Africa : Eastern Africa,North America,30497,24551,420145293.0,2015-01-01
Latin America : Central America,Africa : Southern Africa,506,456,8348604.0,2015-12-01
Africa : Eastern Africa,Asia : South East Asia,9073,4789,71643459.0,2015-02-01
Asia : South East Asia,Africa : North Africa,26641,12681,245990939.0,2015-08-01
Latin America : Upper South America,Latin America : Caribbean,96568,48050,164967397.0,2015-05-01
Africa : Eastern Africa,Asia : Central Asia,115,93,823106.0,2015-04-01
Europe : Western Europe,Latin America : Lower South America,368330,271388,3732110183.0,2015-10-01
Latin America : Upper South America,Europe : Western Europe,158085,94278,1440911506.0,2015-12-01
Africa : Eastern Africa,Latin America : Upper South America,303,168,4705145.0,2015-11-01
Latin America : Caribbean,Asia : Central Asia,52,31,671943.0,2015-03-01
Latin America : Central America,Asia : South East Asia,2048,1520,36563902.0,2015-06-01
Africa : Central/Western Africa,Europe : Western Europe,270194,143924,1370627106.0,2015-05-01
Asia : South Asia,Latin America : Upper South America,1269,994,20591343.0,2015-09-01
Asia : South East Asia,Asia : South East Asia,19206229,862729,16920216406.0,2015-12-01
Europe : Eastern/Central Europe,Africa : Central/Western Africa,9043,4525,57872128.0,2015-09-01
Latin America : Lower South America,Africa : Central/Western Africa,4576,2132,53590182.0,2015-06-01
Africa : Southern Africa,Southwest Pacific,15419,11440,184705175.0,2015-10-01
Latin America : Upper South America,Africa : North Africa,2108,215,23502160.0,2015-12-01
Africa : Central/Western Africa,Africa : Eastern Africa,35499,19123,130176579.0,2015-08-01
Latin America : Central America,Middle East,4601,3248,59866430.0,2015-01-01
Asia : South East Asia,Africa : Southern Africa,12417,8878,140946340.0,2015-09-01
Europe : Eastern/Central Europe,Asia : South East Asia,71952,43022,645628983.0,2015-10-01
Asia : South Asia,Africa : North Africa,10556,6315,60092444.0,2015-02-01
North America,Africa : Central/Western Africa,63851,40854,708180641.0,2015-07-01
Asia : South East Asia,Asia : South Asia,439193,154688,1390278929.0,2015-04-01
Latin America : Central America,Latin America : Upper South America,145349,78429,355225964.0,2015-03-01
Asia : South East Asia,Africa : Central/Western Africa,8835,5696,107864420.0,2015-09-01
Latin America : Central America,Europe : Western Europe,175915,93843,1652636517.0,2015-05-01
Asia : South East Asia,Latin America : Lower South America,7438,6459,139722549.0,2015-02-01
Southwest Pacific,Latin America : Caribbean,664,434,12005993.0,2015-01-01
North America,Latin America : Upper South America,305364,169207,1283256071.0,2015-04-01
Asia : South Asia,Africa : Southern Africa,27928,22404,230997280.0,2015-01-01
Africa : Southern Africa,Latin America : Lower South America,11662,6112,90712343.0,2015-11-01
Latin America : Lower South America,Africa : Eastern Africa,2185,668,24914995.0,2015-10-01
Africa : North Africa,Asia : South Asia,18850,6229,111520793.0,2015-08-01
Latin America : Central America,Africa : North Africa,1806,432,19933207.0,2015-10-01
Southwest Pacific,Africa : Central/Western Africa,2863,837,44873898.0,2015-07-01
Latin America : Lower South America,Europe : Western Europe,325852,222730,3301889216.0,2015-03-01
North America,Africa : Southern Africa,39949,23212,623695726.0,2015-09-01
Asia : Central Asia,Latin America : Central America,82,38,1158724.0,2015-09-01
Europe : Western Europe,Middle East,1352424,713423,4971640213.0,2015-09-01
Southwest Pacific,Africa : Eastern Africa,6954,3820,88167443.0,2015-09-01
Africa : Eastern Africa,Asia : South Asia,33423,23641,185799303.0,2015-06-01
Africa : Southern Africa,Africa : Eastern Africa,55011,32968,167170360.0,2015-06-01
Asia : South Asia,Africa : Southern Africa,22101,15394,186787982.0,2015-04-01
North America,Asia : South Asia,263150,229163,3663495219.0,2015-01-01
Latin America : Caribbean,Asia : North East Asia,5928,1787,89945565.0,2015-06-01
Southwest Pacific,Latin America : Lower South America,14754,6057,186128300.0,2015-07-01
Latin America : Lower South America,Europe : Eastern/Central Europe,10947,7571,127438055.0,2015-03-01
Asia : Central Asia,Latin America : Central America,132,25,1777552.0,2015-02-01
Africa : Central/Western Africa,Asia : Central Asia,501,74,3923452.0,2015-09-01
Africa : Central/Western Africa,Europe : Western Europe,303701,171107,1559987385.0,2015-07-01
Africa : Central/Western Africa,Africa : Eastern Africa,32834,15618,124243032.0,2015-05-01
Europe : Eastern/Central Europe,Asia : South East Asia,81750,50742,724209519.0,2015-11-01
Latin America : Caribbean,Latin America : Upper South America,105872,50842,177979186.0,2015-01-01
Latin America : Central America,Asia : North East Asia,22785,12141,297645490.0,2015-12-01
Africa : Central/Western Africa,Africa : Southern Africa,39956,22451,186131000.0,2015-12-01
Africa : North Africa,Southwest Pacific,2549,1372,37569478.0,2015-05-01
Southwest Pacific,Asia : North East Asia,446249,153792,2938561093.0,2015-09-01
Africa : Central/Western Africa,North America,69096,51863,771046854.0,2015-07-01
Africa : Southern Africa,Latin America : Central America,618,557,10760325.0,2015-11-01
Europe : Western Europe,Europe : Eastern/Central Europe,4004258,1233792,6454571861.0,2015-06-01
Africa : Central/Western Africa,Southwest Pacific,1980,942,34271173.0,2015-10-01
North America,Middle East,313830,174763,3546637747.0,2015-10-01
North America,Asia : South East Asia,314637,188171,4327911913.0,2015-11-01
Europe : Eastern/Central Europe,Africa : Southern Africa,7752,5193,76056760.0,2015-12-01
Europe : Western Europe,Africa : Eastern Africa,228961,138526,1873191071.0,2015-10-01
Latin America : Central America,Africa : Southern Africa,837,341,12706762.0,2015-06-01
Africa : North Africa,Asia : South Asia,25110,8247,153745378.0,2015-10-01
Asia : Central Asia,Latin America : Caribbean,299,25,3664607.0,2015-05-01
Latin America : Lower South America,Asia : Central Asia,207,104,2985913.0,2015-10-01
Latin America : Caribbean,Europe : Western Europe,316168,166104,2387916877.0,2015-04-01
Africa : Eastern Africa,Asia : South Asia,34275,25794,186887363.0,2015-11-01
North America,Asia : Central Asia,12772,3552,150487469.0,2015-12-01
North America,Africa : Eastern Africa,39775,25277,554251711.0,2015-05-01
Asia : North East Asia,Middle East,164922,62877,1147711004.0,2015-10-01
Latin America : Caribbean,Europe : Western Europe,349286,198753,2641048453.0,2015-01-01
Asia : Central Asia,Europe : Eastern/Central Europe,255405,72920,757621633.0,2015-07-01
Latin America : Lower South America,North America,382581,194556,3226975331.0,2015-05-01
North America,North America,46223600,16136381,87131673844.0,2015-08-01
Africa : North Africa,Latin America : Lower South America,2058,1228,22012323.0,2015-01-01
Asia : North East Asia,Latin America : Caribbean,6304,1668,99090568.0,2015-07-01
Asia : South East Asia,Africa : Southern Africa,14863,10327,173066256.0,2015-03-01
Africa : Central/Western Africa,Latin America : Central America,447,264,6020424.0,2015-03-01
Latin America : Caribbean,Latin America : Upper South America,94073,42583,156761291.0,2015-03-01
Africa : Southern Africa,North America,50996,27928,791593659.0,2015-12-01
Southwest Pacific,Latin America : Caribbean,650,525,11426938.0,2015-04-01
Asia : South East Asia,Africa : North Africa,17801,9025,161382325.0,2015-02-01
Africa : Southern Africa,North America,47007,24630,742206203.0,2015-10-01
Latin America : Central America,Asia : North East Asia,22259,10962,289894388.0,2015-07-01
North America,Latin America : Upper South America,350261,213203,1505540655.0,2015-06-01
Asia : South Asia,Southwest Pacific,89068,64511,917029159.0,2015-12-01
Asia : South Asia,North America,259065,218438,3617885457.0,2015-02-01
Asia : Central Asia,Africa : Central/Western Africa,280,55,2432406.0,2015-12-01
Latin America : Central America,Latin America : Caribbean,69416,24134,150287832.0,2015-10-01
Africa : North Africa,Southwest Pacific,2097,1261,31463773.0,2015-08-01
Latin America : Lower South America,Asia : Central Asia,156,83,2091639.0,2015-04-01
Latin America : Caribbean,Asia : South Asia,1879,1403,28378904.0,2015-11-01
Asia : North East Asia,North America,928231,373086,9599536794.0,2015-12-01
Latin America : Central America,Asia : Central Asia,31,37,454442.0,2015-06-01
Europe : Western Europe,Asia : Central Asia,140621,67395,610353932.0,2015-08-01
Africa : Central/Western Africa,Middle East,63984,36022,379437822.0,2015-05-01
Asia : North East Asia,Asia : North East Asia,45010799,1546591,53089017238.0,2015-09-01
Europe : Eastern/Central Europe,Europe : Western Europe,3100789,760855,4721348809.0,2015-12-01
Asia : South Asia,Europe : Western Europe,451516,382607,3340740571.0,2015-01-01
Southwest Pacific,Africa : Southern Africa,19986,13950,254586489.0,2015-01-01
Africa : North Africa,Latin America : Upper South America,533,197,5726673.0,2015-12-01
